,label,teks,clean
3589,2,Barang nya oke lah. Tapi kapasitas nya bohong. Gaka sampai 32GB. Begitu cek byk yg terpakai dan gak bs dihapus. diFormat pun ttp sgtu 29.80GB Kapasitas ny,barang nya oke kapasitas nya bohong gaka cek banyak yang pakai tidak bisa hapus format ttp sgtu kapasitas ny
3590,5,"barang sudah sampe, puas bangetkrn ory, recomended dech... bintang lima.. beli 2 sdh d test ,top markotop,terima kasih lazada terima kasih saler",barang sampai puas bangetkrn ory recomended dech bintang beli sudah d test top markotopterima kasih lazada terima kasih saler
3591,5,barang sesuai pesanan ada hologram n kartu garansinya..semoga berfungsi baik n awet..rekomended deh 👌🤝👆,barang sesuai pesan hologram n kartu garansinyasemoga fungsi n awetrekomended deh
3592,5,"Produk dikemas sangat baik. Pengiriman sangat cepat. Kurir Lazada sangat baik. Sd card ori samsung ada kartu garansinya, 32gb dapetnya 29,80 gb. Ga masalah. Thanks Lazada, Samsung, dan kurir. :)",produk kemas kirim cepat kurir lazada sd card original samsung kartu garansi dapetnya tidak terimakasih lazada samsung kurir
3593,5,"pengiriman sangat cepat.,order sekarang besok sampai.,.saya beli 3 micro sd dan semuanya bekerja normal dan memori sesuai kapasitas.,.barang ori 100% samsung bukan kaleng2 coy.,",kirim cepatorder besok sampaisaya beli micro sd normal memori sesuai kapasitasbarang original samsung kaleng coy
3594,5,"Tidak pas 32 gb hanya ada 29,80GB. Emang sih ga bakal 32gb, tp 30 gb pun ga genap. Well , perhatiin lagi ya kualitas produknya. Thank you.",pas emang sih tidak tetapi tidak genap well perhatiin ya kualitas produk thank kamu
3595,4,"penjual ok, dapat harga 89.9K pas diskon 12.12 untuk memory 32gb + adapter. pas dipasang 29gb sekian, harap maklum secara semua memory external emg gitu kali, kalau full banget HANG lah dia. Sampai dalam 5hari dan disertai kartu garansi. Kualitas baca dan tulis belum dicoba, entar dah ane ulas lagi nanti.",jual ok harga k pas diskon memory adapter pas pasang sekian harap maklum memory external emang begitu kali full banget hang serta kartu garansi kualitas baca tulis coba nanti sudah saya ulas
3596,5,barang sdah mendarat dengan baik hasil dri flashsale. barang mantul. pengiriman 5hrian. tpi g masalh yg pnting brangnya oke. terima kasih Lazada.,barang sudah darat hasil dari flashsale barang mantul kirim hrian tapi tidak masalah yang penting brangnya oke terima kasih lazada
3597,5,"paket sdh tiba dengan selamat,packing rapi,aman,produk original,bergaransi...blm digunakan,semoga awet",paket sudah selamatpacking rapiamanproduk originalbergaransiblm digunakansemoga awet
3598,5,"respon cepat, packing plus bubble wrap. Kapasitas nyarus FULL 31.99 GB mantap. ada adapter, sudah dipasang di HP & Camdig lancar.",respon cepat packing plus bubble wrap kapasitas nyarus full mantap adapter pasang hp camdig lancar
3599,5,"proses &  pengiriman cukup cepat dan jelas, pesan rabu siang jum'at sore sudah sampai, packaging rapih, dan barang sesuai pesanan, good job lazada",proses kirim cepat pesan rabu siang jumat sore packaging rapih barang sesuai pesan good job lazada
3600,4,"Barangnya udah nyampe barusan. Sempat kalap mata lihat produk ini ada diflash sale dan harganya 99.300  udah termasuk ongkir. Dapetin harga yg pas. Walau belum butuh"" banget beli ini memori 🤗. Karna ini produk Samsung aku suka. Aku kasih bintangnya 4 dulu karna belum dicoba.",barang sudah sampai barusan kalap mata lihat produk diflash sale harga sudah ongkir dapetin harga yang pas butuh banget beli memori karena produk samsung suka kasih bintang karena coba
3601,5,"Bagus, Pengiriman cepat & aman, pesan rabu pagi kamis sore sudah sampai :) barang sesuai dengan yang diklankan, hasil test bisa dilihat di foto. Ada kartu garansi juga dalam masing2 microSD nya",bagus kirim cepat aman pesan rabu pagi kamis sore barang sesuai klan hasil test foto kartu garansi microsd nya
3602,5,"Barang Sampai cuman 2 hari Sejak Pemesanan. Packing rapih aman bublewrap, tentunya original dan bergaransi. terima kasih Lazada Samsung.",barang cuma mesan packing rapih aman bublewrap original garansi terima kasih lazada samsung
3603,5,"barang nya sudah tiba dengan selamat dan cepat, kemarin pagi pesan, nyampe hari ini.  barang original.",barang nya selamat cepat kemarin pagi pesan sampai barang original
3604,4,"pngiriman cepat, packing ok, ada kartu garansi, kualitas ok biarpun kapasitas bisa lihat di foto tp over all ok lah",pngiriman cepat packing ok kartu garansi kualitas ok biarpun kapasitas lihat foto tetapi over all ok
3605,1,pernah gak kebaca,tidak baca
3606,5,Barang nya udah sampe gan Bagus pake banget deh pengiriman cepat beda seperti barang lainnya paking aman banget tebel bubble wrap nya tapi ko isi nya kurang 2gb lebih ya 🙄🙄 kalo standar nya begitu sih ga masalah deh pokoknya normal dan semoga awet terima kasih Lazada dan Samsung Flagship Store 🙏🙏🙏🙏,barang nya sudah sampai juragan bagus pakai banget deh kirim cepat beda barang paking aman banget tebal bubble wrap nya ko isi nya ya kalau standar nya sih tidak deh pokok normal moga awet terima kasih lazada samsung flagship store
3607,5,"Keren sih ini, beneran flash sale, harga 95rb udh include  ongkir dapet Micro SD Samsung 32 GB, ori pula, sesuai deskripsi. Pengiriman jg terbilang cepet. Thanks Lazada :D",keren sih beneran flash sale harga sudah termasuk ongkir dapet micro sd samsung original sesuai deskripsi kirim juga bilang cepat terimakasih lazada d
3608,5,"Pesan hari minggu, sampai Pacitan hari Jum'at, tapi its OK lah, yang penting  barangnya sampai dgn selamat. SDHC nya bagus, lgsg dicoba transfer file2 dgn total size 12,5 GB , selesai dlm waktu 8 menit. mantap lah pokoknya 👍🏼 semoga awet dan bermanfaat. thanks.",pesan minggu pacitan jumat its ok barang dengan selamat sdhc nya bagus langsung coba transfer file dengan total size selesai dalam menit mantap pokok moga awet manfaat terimakasih
3609,5,"packing bagus, kapasitas real 32gb dan sesuai dengan harapan, tingkatkan lagi untuk pengiriman nya ya...",packing bagus kapasitas real sesuai harap tingkat kirim nya ya
3610,5,"Secara keseluruhan bagus, respon penjual baik, ada kartu garansi juga, hanya saja waktu pengiriman yang sedikit lama yaitu 5 hari dari tanggal 11 diterima tanggal 16, sayang ada sedikit kerusakan pada kemasan.",bagus respon jual kartu garansi kirim tanggal terima tanggal sayang rusa kemas
3611,5,"Produk original, harga murmer karena beli waktu promo 11.11... Nggak nyesel deh pokoknya... Udah ngincer dari dulu jugaa",produk original harga murmer beli promo tidak menyesal deh pokok sudah mengincar jugaa
3612,5,"mantaaaf.., barang sesuai deskripsi dan yg penting kapasitas benar2 32gb..,recomended seller.., thank's lazada",mantaaaf barang sesuai deskripsi yang kapasitas gbrecomended penjual terimakasih lazada
3613,5,"Kecepatan pengiriman Joss,  Pengemasan barang Joss,  barang datang dengan selamat sampai ketujuan. mantul Joss",cepat kirim joss emas barang joss barang selamat tuju mantul joss
3614,5,"berkat 11.11 gue bisa dapetin SD Card di bawah 90rb rupiah hahahaha dan gaperlu raguuu keasliannya karena beli di flagship store! ada garansinya pula. proses order sampe pengirimannya cepet banget. thank you Samsung, Lazada, dan LEXID!",berkat saya dapetin sd card rupiah hahahaha tidak perlu raguuu asli beli flagship store garansi proses order sampai kirim cepat banget thank kamu samsung lazada lexid
3615,5,MicroSDHC UHS-I card EVO Plus 32GB with SD adapter telah diterima dengan baik dengan garansi resmi EA Mobile sangat puas seperti apa yang diharapkan. Barangnya sama dengan yang dijual di gerai-gerai Samsung mobile.,microsdhc uhsi card evo plus with sd adapter terima garansi resmi ea mobile puas harap barang jual geraigerai samsung mobile
3616,5,pengiriman cepet kirain bakalan lama.. eh cepet merasa dakdikduk dalam pengiriman pengennya sih lama hehehe karna lagi di luar kota jdi di rumah tidak ada siapa2 untung ada sodara.. jdi cek dulu dah memory nya.. makaasih ladaza,kirim cepat kirain eh cepat dakdikduk kirim ken sih hehehe karena kota jadi rumah untung saudara jadi cek sudah memory nya makaasih ladaza
3617,5,"Beli hr minggu , senin udh terima. Kilat bgt. Blm sempet coba krn beli nya krn khilaf pas flash sale alias blm butuh tp tetep beli.",beli hari minggu senin sudah terima kilat banget belum sempet coba karena beli nya karena khilaf pas flash sale alias belum butuh tetapi tetap beli
3618,5,"Maaf telat kasih ulasan,barang mantap dan ori.paking bagus dan cepat.ketika barang mau sampe dr pihak paketnya telp sy dulu,terima kasih lazada 👍",maaf telat kasih ulasanbarang mantap oripaking bagus cepatketika barang sampai dari paket telepon saya duluterima kasih lazada
3619,4,"Kelengkapan produk sama seperti beli di toko resmi, ada kartu garansi produk, kartu terdeteksi di hape, overall produk oke tanpa cacat, hanya saja kecepatan read and write saat diuji tidak seperti yang ada di tulisan kemasan 😃",lengkap produk beli toko resmi kartu garansi produk kartu deteksi hp overall produk oke cacat cepat read and write uji tulis kemas
3620,4,Barang dipacking dengan bubble wrap.. proses daro seller termasuk cepat setelah dilakukan pembayaran.. disertakan kartu garansi.. semoga awet selama tercover 10 tahun garansi.. kurir juga termasuk cepat dalam mengirimkan barang..,barang dipacking bubble wrap proses daro penjual cepat bayar serta kartu garansi moga awet tercover garansi kurir cepat kirim barang
3621,5,"Respond cepat toko official barang asli tentunya garansi resmi , klik p3sanan malam pas besoknya siang dateng , gilaaa ceept bgt dan thanks untuk diskonnya ... Di dalamnya ada kertas garansi juga .. ini benar2 asli terjamin.... Selain itu saya dapet invoice pembelian juga dikirim lewat email .... Dan pengirimannya pake lex yg pasti super cepat .... Thx Lazada thx samsung",respond cepat toko official barang asli garansi resmi klik psanan malam pas besok siang datang gilaaa ceept banget terimakasih diskon dalam kertas garansi asli jamin dapet invoice beli kirim email kirim pakai lex yang super cepat terimakasih lazada terimakasih samsung
3622,5,"Barang Sampe, meskipun Telat dari Perkiraan ( mungkin kendala macet ) tapi Kurirnya Ramah, ada Kartu Garansinya,Semoga Tidak Ada Kendala Dalam Pemakaian. Recomended Seller. Thanks Lazada",barang sampai telat kira kendala macet kurir ramah kartu garansinyasemoga kendala pakai recomended penjual terimakasih lazada
3623,5,"Thankyou buat barangnya, super bagus! ori pula! dan di match ke android samsung sih auto ciamik, ga diraguin lagi sih... thankyou juga lazada buat harga 11.11 kemaren 😂",thankyou barang super bagus original match android samsung sih auto ciamik tidak diraguin sih thankyou lazada harga kemaren
3624,5,"packaging aman, barang sampai sesuai pesanan. thank you!",packaging aman barang sesuai pesan thank kamu
3625,5,mantap langsung bs pakai. makasih,mantap langsung bisa pakai terimakasih
3626,5,"barang ori, estimasi pengiriman tgl 11 November eh tgl 13 udah nyampe, fast😎👍, recommended, semoga awet, overall mantap",barang original estimasi kirim tanggal november eh tanggal sudah sampai fast recommended moga awet overall mantap
3627,3,"kenapa kapasitasnya hanya 29gb? sisanya kemana? pengiriman yang lambat.... dan pengiriman yang tidak sesuai estimasi (terlalu cepat) sehingga pesanan saya di batalkan jadi saya harus memesan lagi untuk kali kedua...,😈😈😈",kapasitas sisa mana kirim lambat kirim sesuai estimasi cepat pesan batal mes kali
3628,5,Produk sesuai dengan deskripsi pada etalase dan 100% original lengkap dengan garansi resmi. Sudah saya gunakan dan berfungsi dengan sangat baik sejauh ini.,produk sesuai deskripsi etalase original lengkap garansi resmi fungsi
3629,5,Gila pengiriman di GORONTALO AJA CUMAN 3 HARI ASTAGA + PENGEMASAN 1 HARI AJA gila THANKS SAMSUNG 💘💘💘,gila kirim gorontalo saja cuma astaga emas saja gila terimakasih samsung
3630,5,"apa yang anda lihat apa yang anda dapatkan,pengiriman pake ninja expres mantap diluar jangka waktu pengiriman,semoga tetap menjaga kepuasan pelanggan tidak hanya diawal saja seperti jasa logistik lainnya",lihat dapatkanpengiriman pakai ninja expres mantap luar jangka pengirimansemoga jaga puas langgan awal jasa logistik
3631,5,"terimakasih ninja van id telah memgirimkan dengan baik, dan terimakasih pesanannya sesuai dengan permintaan semoga awet iya, aamiin",terimakasih ninja van id memgirimkan terimakasih pesan sesuai minta moga awet iya aamiin
3632,3,"terima kasih barang sudah sampai rabu order kamis udah dtg makasih Lazada, barang kw. baru 4 bulan dah g bisa dipake",terima kasih barang rabu order kamis sudah datang terimakasih lazada barang kau sudah tidak dipakai
3633,3,"pesanan sesuai, disertai stiker hologram EA tetapi belum saya coba karena sudah terlanjur kecewa dengan pengiriman nya.",pesan sesuai serta stiker hologram ea coba lanjur kecewa kirim nya
3634,4,"paket diterima dengan aman selamat sentosa, packingnya juga rapi. pas dicoba memorynya cuma ke detect 29 GB. itu kenapa ya?",paket terima aman selamat sentosa packingnya rapi pas coba memorynya detect ya
3635,1,"Produk belum sampai ditangan kerumah, laporan dari JNE, paket sudah diterima, di pulau yang berbeda.. semoga bisa di edit, ga' tega ngasih 1 bintang..",produk tang rumah lapor jne paket terima pulau beda moga edit tidak tega memberi bintang
3636,3,"barang cepat sampai, sesuai pict. hanya sayang tdk ada kartu garansi nya di dlm paket",barang cepat sesuai pict sayang tidak kartu garansi nya dalam paket
3637,5,"barang telah sesuai estimasi waktu dan sudah dicoba pd smartphone, kekurangannya tdk bisa membaca file musik jenis ma4 !",barang sesuai estimasi coba pd smartphone kurang tidak baca file musik jenis sama
3638,5,"kecepatan pengiriman super, cuma butuh 1 hr lgs sampe. packing bagus memkai buble warp tebal, kurirnya jg ramah, respon penjual sangat"" baik 🌟🌟🌟🌟🌟",cepat kirim super butuh hari lgs sampai packing bagus memkai buble warp tebal kurir juga ramah respon jual
3639,4,"barang mendarat dengan selamat, packing pke bubble wrap. tp memory totalnya cuma 29,8gb.. overall good lah",barang darat selamat packing pakai bubble wrap tetapi memory total overall good
3640,5,"Pesan tanggal 28 Maret 2018, estimasi sampai 1-3 April. Ehh datang nya tanggal 29 Maret 2018. Mendadak banget, udah tau aku teh lagi kuliah. Tapi gak apa apa lah untung ada ortu jadi pas CoD ditalangin dulu 😂. Tested on Redmi 4X, Write 20.4 MB/s dan Read 67.5 MB/s (mungkin karena lagi buka banyak aplikasi pas benchmark). semoga awet",pesan tanggal maret estimasi april ehh nya tanggal maret dadak banget sudah tau teh kuliah tidak untung ortu pas bayar saat pengiriman ditalangin tested on redmi x write mbs read mbs buka aplikasi pas benchmark moga awet
3641,5,"Pengiriman sangat cepat, pesan malam bsk sore sudah sampai...packing rapih, barang berfungsi dengan baik...terimakasih lazada",kirim cepat pesan malam besok sore sampaipacking rapih barang fungsi baikterimakasih lazada
3642,5,"Terimakasih bosquee barang udah saya terima dengan baik, semoga pas di pake gk ada masalah.. pengirimanya emng bener bener mantep, pesan jm 11 malam jm 12 siang sampe.. terimakasih juga buat lazada & abang kurirnya yang selalu setia nganterin pasanan saya..",terimakasih bosquee barang sudah terima moga pas pakai tidak pengirimanya emang bener bener mantap pesan jm malam jm siang sampai terimakasih lazada abang kurir setia mengantarkan pasanan
3643,5,"MANTUUL BANGET... Pengiriman super cepat, barang sangat bagus dan original, serta murah dari yang lainnya. SUKSES LAZADA 👍👍",mantuul banget kirim super cepat barang bagus original murah sukses lazada
3644,5,"barang bagus kok dijamin ory, gk mengecewakan pokoknya. dipake sama hape speck rendah juga gk masalah.",barang bagus jamin ory tidak kecewa pokok dipakai hp speck rendah tidak
3645,5,"Dapat harga murah saat harbolnas, dan yg terpenting barangnya ORI dan kecepatan transfer datanya sangat memuaskan. Tks, ya",harga murah harbolnas yang penting barang original cepat transfer data muas terimakasih ya
3646,5,"Kemaren pas harbolnas saya beli microsd ini langsung beli 2 pcs  Hari ini sampai padahal hari minggu.  Lagi enak2 molor ditelpon ama kurir lazada Langsung turun dan nyamperin sekaligus bayar orderan sebesar 250 ribu untuk 2 pcs., ga nyadar saya kasih uang 400 ribu karna masih ngantuk., tpi top dah buat kurir tetap balikin 150 ribu,,  setelah itu langsung saya unpacking saya coba ama sd insight tertera buatan samsung dan coba pake aplikasi sd card test untuk  write speednya rata2 32mb/s dan read speednya rata2 106mb/s Penipuan itu namanya lah dibungkus tertera read speed up to 95mb/s Write speed 20mb/s  Mungkin gadget juga pengaruh,, saran sih buat yang mau beli gadgetnya dilihat dulu support max capacity supaya tidak ada kendala Info dari lazada ini  bergaransi 10 tahun., di bungkusnya ada hologram garansi dari ea mobile., semoga awet deh., thanks lazada",kemaren pas harbolnas beli microsd langsung beli pcs minggu enak molor telepon sama kurir lazada langsung turun nyamperin bayar order ribu pcs tidak nyadar kasih uang ribu karena ngantuk tapi top sudah kurir balikin ribu langsung unpacking coba sama sd insight tera buat samsung coba pakai aplikasi sd card test write speednya mbs read speednya mbs tipu nama bungkus tera read speed up untuk mbs write speed mbs gadget pengaruh saran sih beli gadgetnya support maksimal capacity kendala informasi lazada garansi bungkus hologram garansi ea mobile moga awet deh terimakasih lazada
